state	account_length	area_code	phone_number	international_plan	voice_mail_plan	number_vmail_messages	total_day_minutes	total_day_calls	total_day_charge	total_eve_minutes	total_eve_calls	total_eve_charge	total_night_minutes	total_night_calls	total_night_charge	total_intl_minutes	total_intl_calls	total_intl_charge	number_customer_service_calls	class
CA	93	510	368-6488	0	1	19	136.8	113	23.26	179.5	105	15.26	71.1	95	3.2	12.5	3	3.38	2	0
OK	155	415	328-1206	0	1	23	243.9	112	41.46	133	106	11.31	213.7	123	9.62	13.4	11	3.62	2	0
IA	36	510	385-3540	0	0	0	117.1	94	19.91	235.4	117	20.01	221.3	108	9.96	9	2	2.43	0	0
OH	143	415	337-7167	0	0	0	223.3	99	37.96	167.1	128	14.2	203	84	9.14	4.5	4	1.22	0	1
NJ	197	510	372-8405	0	0	0	154.8	111	26.32	171.5	102	14.58	227.3	86	10.23	10.6	2	2.86	3	0
IA	81	510	377-1273	0	0	0	261.4	141	44.44	215.7	102	18.33	271.8	96	12.23	8	6	2.16	1	1
CA	103	415	402-6744	0	1	18	149.9	84	25.48	170.9	84	14.53	171.5	112	7.72	11.5	7	3.11	0	1
ME	99	415	347-8205	0	0	0	222.4	102	37.81	185.8	89	15.79	237.7	81	10.7	12	8	3.24	2	0
ME	118	408	384-8723	1	1	21	156.5	122	26.61	209.2	125	17.78	158.7	81	7.14	11.1	3	3	4	1
WV	113	415	341-7686	0	0	0	61.2	111	10.4	92.3	88	7.85	197.4	114	8.88	13.7	3	3.7	5	1
HI	117	408	416-8827	0	0	0	102.3	100	17.39	135.2	104	11.49	199.7	93	8.99	15.7	10	4.24	3	0
DC	81	510	385-7861	1	0	0	227.4	105	38.66	211.5	120	17.98	258.2	113	11.62	11.9	3	3.21	0	0
MS	140	408	372-5262	0	0	0	162.6	98	27.64	206.2	109	17.53	141.6	66	6.37	8.2	2	2.21	1	0
OH	107	510	411-3095	0	1	38	219.4	92	37.3	180.5	73	15.34	104.1	91	4.68	11	1	2.97	2	0
MO	56	415	331-5919	0	0	0	137.2	111	23.32	165.9	119	14.1	182.3	72	8.2	14.3	4	3.86	1	0
TX	159	415	402-1556	0	0	0	87.7	103	14.91	278.2	97	23.65	170.6	93	7.68	10.5	10	2.84	1	0
MD	102	415	349-7362	0	0	0	271.1	80	46.09	172	133	14.62	169.2	105	7.61	10.3	5	2.78	1	0
MI	225	415	371-2500	0	0	0	165.4	106	28.12	273.7	109	23.26	210	93	9.45	8.7	3	2.35	0	1
ID	169	415	399-9239	0	0	0	235.7	79	40.07	136.9	85	11.64	220.9	97	9.94	13.3	10	3.59	1	0
FL	106	408	384-6654	0	0	0	178.4	143	30.33	247	123	21	259.9	105	11.7	9.6	2	2.59	0	0
MN	52	415	376-4271	0	1	32	130.1	68	22.12	247.2	77	21.01	289.4	87	13.02	13.5	5	3.65	2	0
DE	79	415	391-8124	0	1	34	103.7	100	17.63	236.3	78	20.09	256.6	102	11.55	14.8	4	4	2	0
MI	135	415	393-2524	0	0	0	239.9	91	40.78	177.1	104	15.05	217.2	118	9.77	5.9	3	1.59	2	0
MS	70	408	384-4385	0	0	0	148.4	110	25.23	267.1	90	22.7	151.5	101	6.82	8.9	4	2.4	0	0
MA	80	408	377-8266	0	0	0	148.6	106	25.26	210.8	65	17.92	203.7	86	9.17	10	2	2.7	2	0
CA	37	415	345-1243	0	0	0	191.1	69	32.49	129.2	113	10.98	207.5	117	9.34	12.9	1	3.48	0	0
VT	137	510	348-9145	0	0	0	97.5	95	16.58	195.8	82	16.64	288.8	78	13	0	0	0	1	0
WV	80	415	356-2093	0	1	38	236.6	69	40.22	197.5	68	16.79	209.5	102	9.43	9.5	10	2.57	2	0
WV	94	415	353-2080	0	0	0	85.9	113	14.6	226.7	91	19.27	279.6	110	12.58	15.6	16	4.21	0	0
NE	105	415	397-7500	0	1	27	141.2	96	24	167.7	94	14.25	274.4	101	12.35	11.4	2	3.08	1	0
IL	179	408	415-5132	0	0	0	234.5	134	39.87	164.2	94	13.96	191.4	72	8.61	6.1	4	1.65	1	0
SD	122	415	406-7737	1	1	40	216.4	80	36.79	249.7	90	21.22	185.9	99	8.37	12.7	4	3.43	1	0
MT	33	510	332-7607	0	1	35	161.9	85	27.52	151.2	82	12.85	191	131	8.59	8.5	2	2.3	1	0
WI	120	415	414-2905	0	1	29	244.3	140	41.53	322.3	89	27.4	166.8	83	7.51	10.6	6	2.86	0	0
WA	86	510	387-6498	0	0	0	150.5	92	25.59	120.3	95	10.23	271.2	96	12.2	9	2	2.43	1	0
NJ	85	415	366-2273	0	0	0	236.9	93	40.27	197.7	113	16.8	309.1	78	13.91	11.4	7	3.08	2	1
NC	115	415	337-2442	1	0	0	180	119	30.6	198.8	126	16.9	217.1	70	9.77	12.4	3	3.35	1	0
AK	76	415	404-1931	0	0	0	143.7	55	24.43	173.1	108	14.71	239.1	95	10.76	5.8	6	1.57	1	0
IL	90	415	378-7299	0	1	29	185.6	106	31.55	219.7	113	18.67	152.1	120	6.84	11.1	5	3	2	0
KS	105	415	405-1108	1	0	0	273.9	119	46.56	278.6	103	23.68	255.3	90	11.49	10.9	7	2.94	1	1
NJ	83	415	395-6030	0	0	0	178.8	102	30.4	167.9	84	14.27	178.9	65	8.05	8.6	4	2.32	3	0
AR	63	510	330-5168	0	1	49	214.9	86	36.53	198.2	89	16.85	170.8	139	7.69	8.2	5	2.21	0	0
ND	82	415	362-9983	0	1	29	163.8	77	27.85	134.9	112	11.47	79.3	95	3.57	8.8	2	2.38	2	0
AR	99	510	387-2604	1	0	0	242.3	102	41.19	350.9	102	29.83	163.1	93	7.34	11.3	3	3.05	0	1
WV	54	510	353-2450	0	1	33	112	90	19.04	208	112	17.68	150.3	83	6.76	11.3	4	3.05	2	0
ME	105	408	406-2032	0	0	0	115.5	73	19.64	267.3	83	22.72	114.2	90	5.14	13.3	5	3.59	3	0
CT	95	415	392-5941	0	0	0	198.4	113	33.73	235.9	144	20.05	325.6	99	14.65	10.1	3	2.73	0	0
NM	21	415	334-9182	0	1	19	132.7	94	22.56	204.6	101	17.39	154.7	78	6.96	12.9	7	3.48	3	0
OR	163	408	346-3445	0	1	25	219.6	99	37.33	210.4	99	17.88	242.7	88	10.92	13.8	8	3.73	2	0
VT	57	415	368-9507	0	0	0	169.6	96	28.83	234.7	112	19.95	285.4	83	12.84	11.2	4	3.02	0	0
RI	104	408	382-3966	1	0	0	160.4	73	27.27	293.9	103	24.98	306.6	90	13.8	12.6	5	3.4	4	0
RI	83	415	334-5844	0	1	20	95	89	16.15	167.9	92	14.27	200.6	79	9.03	11.2	2	3.02	0	0
AL	95	415	390-3565	0	0	0	194.6	114	33.08	232.8	106	19.79	173.4	92	7.8	3.8	2	1.03	3	0
TN	67	415	414-9717	0	0	0	179.8	125	30.57	173.2	86	14.72	272.8	97	12.28	10.9	4	2.94	0	0
ND	154	408	346-4216	0	1	35	224	102	38.08	192	99	16.32	163.1	100	7.34	9.6	2	2.59	0	0
KS	117	415	372-1493	0	0	0	184.8	83	31.42	248.6	101	21.13	133.1	113	5.99	9.6	8	2.59	1	0
ME	130	408	387-6031	0	0	0	176.3	140	29.97	201	104	17.09	161.9	123	7.29	11.3	5	3.05	1	0
RI	73	415	366-6248	0	0	0	241.7	115	41.09	168.5	133	14.32	169.8	122	7.64	11.1	2	3	2	0
WY	131	510	408-9779	0	0	0	110.9	74	18.85	115.6	90	9.83	190.5	114	8.57	15.8	9	4.27	1	0
NJ	153	510	407-2441	0	0	0	122.5	145	20.83	273.3	103	23.23	197.8	71	8.9	8	3	2.16	2	0
ND	84	510	384-5027	0	0	0	226.9	144	38.57	201.6	122	17.14	130.2	121	5.86	13.2	5	3.56	2	0
WI	133	510	380-3161	0	0	0	187	65	31.79	141.4	128	12.02	238.2	108	10.72	10	8	2.7	2	0
KY	112	415	360-8135	0	0	0	170.5	113	28.99	193.2	129	16.42	188	91	8.46	11.2	6	3.02	0	0
NY	87	415	399-5426	0	0	0	204.8	101	34.82	161	80	13.69	285.7	89	12.86	9.5	3	2.57	0	0
MO	72	415	385-2564	0	0	0	165.9	114	28.2	235.9	97	20.05	210.1	120	9.45	12	5	3.24	2	0
AZ	66	510	337-8618	0	0	0	154	133	26.18	198.9	121	16.91	151.9	100	6.84	9.5	3	2.57	4	1
MN	65	510	354-8491	0	1	29	158.1	104	26.88	322.2	81	27.39	210	96	9.45	8.9	6	2.4	1	0
CO	74	415	394-6278	0	0	0	225.2	93	38.28	215.1	120	18.28	241.8	95	10.88	9.1	2	2.46	2	0
MD	116	408	405-2276	0	0	0	159.4	79	27.1	179.5	88	15.26	167.8	71	7.55	9.7	2	2.62	6	1
AR	68	510	376-1000	0	0	0	172.7	95	29.36	139.1	90	11.82	174.3	99	7.84	11.7	1	3.16	2	0
WI	107	408	392-5296	0	0	0	134	104	22.78	174.5	94	14.83	311.1	79	14	7.3	3	1.97	3	0
WV	124	510	355-3814	0	0	0	184.8	74	31.42	175.1	84	14.88	158.2	95	7.12	10.5	6	2.84	1	0
VA	102	510	398-5788	0	0	0	174.5	79	29.67	236.8	136	20.13	270.4	110	12.17	8.5	5	2.3	0	0
OK	91	408	332-8103	0	1	31	273	78	46.41	215.5	98	18.32	104.7	114	4.71	9.6	2	2.59	1	0
TN	176	415	418-2402	0	1	23	283.2	130	48.14	162.6	74	13.82	177.7	104	8	7.2	6	1.94	1	0
MD	93	510	384-3299	1	0	0	131.4	78	22.34	219.7	106	18.67	155.7	103	7.01	11.1	2	3	1	1
WI	84	510	378-9090	0	1	12	89.7	87	15.25	138.6	73	11.78	165.8	114	7.46	10.7	2	2.89	1	0
ND	101	415	379-4583	0	1	28	105.9	132	18	231.7	107	19.69	281.3	120	12.66	10.7	5	2.89	1	0
VA	136	408	411-5078	0	0	0	142.3	79	24.19	158	113	13.43	177.5	75	7.99	6	11	1.62	2	0
UT	111	510	347-4982	0	0	0	191.3	80	32.52	138.5	94	11.77	246	107	11.07	6.4	3	1.73	2	0
MA	132	408	341-9274	0	1	36	201.9	93	34.32	156.3	75	13.29	131.3	92	5.91	13.7	5	3.7	0	0
AL	92	408	371-7366	0	1	38	242.2	96	41.17	159.7	144	13.57	210	108	9.45	8.9	1	2.4	1	0
AL	197	415	395-7923	1	0	0	127.3	80	21.64	222.3	115	18.9	173.9	95	7.83	13.7	5	3.7	5	1
SC	99	415	329-2204	0	1	33	179.1	93	30.45	238.3	102	20.26	165.7	96	7.46	10.6	1	2.86	2	0
KY	88	415	405-8075	0	0	0	148.2	82	25.19	308.7	67	26.24	235.4	79	10.59	6.4	4	1.73	2	0
UT	78	415	390-9698	0	0	0	193.1	85	32.83	172.1	105	14.63	129.6	119	5.83	10.2	1	2.75	0	0
NY	98	408	403-4917	0	0	0	171.7	99	29.19	174.8	87	14.86	189.6	130	8.53	7.8	6	2.11	1	0
MS	17	408	391-6709	0	1	35	198.5	123	33.75	270.6	74	23	209.9	130	9.45	8.1	10	2.19	1	0
NH	56	415	389-5988	0	1	24	121.7	87	20.69	184	76	15.64	266.6	98	12	12.7	3	3.43	1	0
VA	84	415	372-1534	0	0	0	130.2	105	22.13	278	60	23.63	305.4	74	13.74	14	6	3.78	2	0
WY	16	415	400-3197	0	0	0	174.7	83	29.7	280.8	122	23.87	171.7	80	7.73	10.5	8	2.84	5	0
NV	76	510	377-4169	1	0	0	241	120	40.97	231.8	96	19.7	220.2	67	9.91	9.9	1	2.67	1	1
WV	93	415	384-5343	0	0	0	141.7	95	24.09	221	100	18.79	227.1	71	10.22	10.2	3	2.75	0	0
KS	123	415	332-2126	0	0	0	163.1	119	27.73	249.4	51	21.2	168.2	77	7.57	9	10	2.43	1	0
VT	64	408	349-2157	0	0	0	145.5	116	24.74	228.4	110	19.41	273.4	91	12.3	8.9	8	2.4	1	0
CO	110	510	345-8350	0	0	0	131.9	93	22.42	272.7	106	23.18	192.8	105	8.68	7.1	4	1.92	1	0
TN	47	415	332-3544	0	1	30	196.6	93	33.42	241.4	140	20.52	226	118	10.17	12.9	4	3.48	2	0
KY	115	510	380-5102	0	0	0	99.7	107	16.95	145.1	96	12.33	149.4	99	6.72	14.1	4	3.81	2	0
PA	69	415	395-6149	0	0	0	143.6	88	24.41	141.8	86	12.05	194	83	8.73	10.8	5	2.92	3	0
CT	90	415	334-4438	0	0	0	37.8	80	6.43	155.3	105	13.2	175	111	7.88	14.2	5	3.83	3	0
MN	98	415	384-7459	0	0	0	72.8	107	12.38	186.4	103	15.84	175.3	110	7.89	10.5	4	2.84	3	0
PA	79	415	365-2008	0	0	0	268.3	114	45.61	185.5	111	15.77	264.6	88	11.91	6.3	7	1.7	1	1
OK	123	415	393-3635	0	1	27	198.7	127	33.78	249	105	21.17	173.2	124	7.79	12.5	5	3.38	1	0
ID	114	415	381-2376	0	0	0	202.1	100	34.36	195.7	102	16.63	291.8	120	13.13	13.3	5	3.59	2	0
NM	132	408	415-5008	0	0	0	169.9	107	28.88	209.4	121	17.8	206.1	79	9.27	11.5	2	3.11	1	0
FL	133	510	392-8318	0	0	0	201.7	85	34.29	169.4	116	14.4	286.3	80	12.88	6	4	1.62	0	0
TX	133	408	401-4007	0	0	0	221.1	133	37.59	160.2	140	13.62	161.8	84	7.28	8.4	3	2.27	4	0
VT	93	510	338-7709	0	1	32	218.7	117	37.18	115	61	9.78	192.7	85	8.67	9.4	5	2.54	2	0
MA	34	415	374-1981	0	0	0	293.7	89	49.93	272.5	71	23.16	178.2	76	8.02	11	10	2.97	2	1
OR	140	415	333-5101	0	0	0	120.3	108	20.45	240.4	84	20.43	216.4	74	9.74	7.7	3	2.08	4	1
FL	144	510	384-5004	0	0	0	278.5	95	47.35	240.7	90	20.46	120	90	5.4	11.6	5	3.13	1	1
WV	50	408	348-7193	0	0	0	131.1	129	22.29	160.5	94	13.64	206.9	88	9.31	5.6	9	1.51	5	1
ID	92	415	417-4063	0	1	23	167.4	83	28.46	258.6	129	21.98	116.4	110	5.24	11.2	3	3.02	4	0
OH	146	415	358-3604	0	0	0	169.5	93	28.82	230.9	71	19.63	269.8	115	12.14	9	7	2.43	2	0
SC	102	408	368-3078	0	0	0	174.5	73	29.67	213.7	114	18.16	164.7	116	7.41	10.3	5	2.78	4	0
MO	76	510	418-7055	0	0	0	129.7	84	22.05	177.5	80	15.09	228.9	87	10.3	7.5	3	2.03	5	1
NE	99	415	386-9981	0	0	0	200	66	34	107.9	104	9.17	233.7	82	10.52	11.4	2	3.08	3	0
NC	83	510	366-2541	0	1	36	95.9	87	16.3	261.6	105	22.24	228.6	109	10.29	13.3	4	3.59	0	0
AZ	109	415	404-3106	1	0	0	268.4	85	45.63	150.6	131	12.8	297.9	84	13.41	9.7	8	2.62	2	1
HI	104	408	353-6482	0	0	0	170.6	97	29	162.1	111	13.78	210.7	131	9.48	6.1	1	1.65	1	0
MA	80	510	329-2918	0	0	0	149.8	123	25.47	276.3	75	23.49	241.4	75	10.86	10.9	7	2.94	2	0
SC	100	510	348-8022	0	0	0	115.9	87	19.7	111.3	56	9.46	170.2	77	7.66	7.1	4	1.92	1	0
MN	99	408	388-4459	0	0	0	128.8	86	21.9	203.9	105	17.33	282.6	131	12.72	14.1	4	3.81	2	0
WV	50	510	358-3114	0	0	0	131.7	108	22.39	216.5	103	18.4	196.1	126	8.82	11	5	2.97	1	0
MS	105	415	343-9654	0	0	0	101.4	48	17.24	159.1	119	13.52	259.2	53	11.66	12.2	2	3.29	1	0
VA	113	415	401-9909	0	1	23	149	104	25.33	235.8	67	20.04	201.8	76	9.08	9.5	5	2.57	4	0
MS	111	415	404-9978	0	1	36	96.8	123	16.46	170.6	105	14.5	166	85	7.47	13.4	4	3.62	2	0
TX	70	415	341-8719	0	0	0	232.8	95	39.58	303.4	111	25.79	255.6	104	11.5	12.9	7	3.48	0	1
HI	97	415	408-1242	0	1	43	121.1	105	20.59	260.2	115	22.12	222.4	100	10.01	8.3	5	2.24	3	0
WI	92	415	351-2773	0	0	0	157.7	101	26.81	298.6	100	25.38	216.9	99	9.76	13.8	3	3.73	1	0
NV	115	415	334-5029	0	0	0	286.4	125	48.69	205.7	74	17.48	191.4	141	8.61	6.9	6	1.86	1	1
RI	134	415	413-1789	0	0	0	141.7	95	24.09	205.6	101	17.48	218.5	60	9.83	8.8	6	2.38	0	0
NJ	80	415	330-4978	0	0	0	268.7	120	45.68	301	147	25.59	167	140	7.52	5.8	1	1.57	2	1
ND	153	415	386-1631	0	1	31	218.5	130	37.15	134.2	103	11.41	118.9	105	5.35	9.4	6	2.54	0	0
MN	85	415	363-1208	0	0	0	255.3	114	43.4	194.6	83	16.54	276.6	78	12.45	3.7	5	1	3	0
HI	79	415	334-5263	0	0	0	41.9	124	7.12	211	95	17.94	237.9	55	10.71	11.4	5	3.08	1	0
WI	120	408	374-8187	0	1	26	239.4	94	40.7	259.4	88	22.05	238	132	10.71	7.7	3	2.08	0	0
KS	120	510	392-5605	0	0	0	158	110	26.86	197	103	16.75	154.9	132	6.97	10	5	2.7	1	0
MT	71	510	363-1366	0	1	23	175.7	82	29.87	258.9	136	22.01	268.4	154	12.08	14.1	7	3.81	1	0
WV	124	415	358-5274	0	0	0	157.4	107	26.76	167.8	112	14.26	188.8	102	8.5	8.8	3	2.38	3	0
ME	23	510	376-9607	0	0	0	113.1	74	19.23	168.8	95	14.35	262.9	126	11.83	6.9	2	1.86	1	1
WY	225	415	374-1213	0	0	0	182.7	142	31.06	246.5	63	20.95	218	103	9.81	8.8	2	2.38	1	0
NC	54	415	407-7258	1	0	0	190.5	108	32.39	259.7	108	22.07	141.5	111	6.37	9.7	2	2.62	2	1
MO	80	408	405-4420	1	1	15	159.3	110	27.08	170.6	120	14.5	141.2	82	6.35	11.9	5	3.21	1	0
OH	134	408	355-6826	0	0	0	202.7	105	34.46	224.9	90	19.12	253.9	108	11.43	12.1	7	3.27	0	0
WA	66	415	336-5900	0	0	0	205.1	102	34.87	232.7	109	19.78	259.9	95	11.7	9.2	6	2.48	2	0
TN	127	415	339-7684	0	1	28	235.6	124	40.05	236.8	113	20.13	241.2	127	10.85	7.7	2	2.08	1	0
HI	146	510	390-2433	0	0	0	189.3	77	32.18	155.9	128	13.25	186	83	8.37	7.4	3	2	0	0
WY	93	408	360-7246	0	1	42	166.9	101	28.37	273.2	84	23.22	171	106	7.69	11.5	1	3.11	1	0
NM	111	415	348-6720	0	0	0	132.6	125	22.54	221.1	67	18.79	127.9	101	5.76	12.7	2	3.43	4	1
AL	115	510	390-7370	0	1	14	192.3	86	32.69	88.7	90	7.54	229.4	120	10.32	10.5	3	2.84	2	0
MN	115	510	390-5055	1	0	0	122	110	20.74	220.2	100	18.72	179.7	124	8.09	10.8	2	2.92	2	1
OH	106	415	364-4927	0	0	0	158.6	112	26.96	220	114	18.7	252.9	106	11.38	9.1	3	2.46	0	0
ND	118	415	329-3458	0	1	39	91.5	125	15.56	219.9	113	18.69	229	99	10.31	12.7	8	3.43	2	0
CO	59	510	331-3842	0	0	0	153.6	92	26.11	205.5	88	17.47	114.5	89	5.15	12.5	10	3.38	1	0
ND	87	415	343-4147	1	1	40	221.6	79	37.67	157.1	74	13.35	222.4	124	10.01	11.5	3	3.11	1	0
NY	21	415	335-2274	0	0	0	244.7	81	41.6	168	117	14.28	281.5	87	12.67	6.6	1	1.78	1	0
WY	62	415	336-6907	0	0	0	172.4	132	29.31	230.5	100	19.59	228.2	109	10.27	11	5	2.97	0	0
OR	149	415	331-1391	0	0	0	242.5	83	41.23	245.4	97	20.86	219.6	80	9.88	10	3	2.7	3	1
LA	112	510	410-2518	0	0	0	174.5	127	29.67	259.3	71	22.04	170.5	120	7.67	11.3	7	3.05	1	0
TX	201	415	408-1486	0	1	21	192	97	32.64	239.1	81	20.32	116.1	125	5.22	15.1	3	4.08	1	0
DE	51	415	420-6465	1	0	0	153.6	108	26.11	232.9	85	19.8	214.2	92	9.64	14.1	4	3.81	0	1
MO	45	510	398-2628	0	1	29	135.8	104	23.09	222.5	101	18.91	235.6	92	10.6	7.9	6	2.13	2	0
WI	63	510	395-1693	0	1	34	152.2	119	25.87	227.1	91	19.3	195.7	103	8.81	12.3	5	3.32	1	0
GA	133	510	393-3194	0	0	0	227.4	90	38.66	73.2	135	6.22	114.3	99	5.14	4.7	7	1.27	0	0
KY	125	408	328-3402	0	0	0	191.6	115	32.57	205.6	108	17.48	210.2	123	9.46	9.2	3	2.48	2	0
OH	72	510	411-4781	0	0	0	138.9	111	23.61	211.6	102	17.99	179.5	91	8.08	10.8	3	2.92	1	0
TN	130	408	401-2581	0	0	0	127	102	21.59	206.9	107	17.59	231.7	99	10.43	6.1	6	1.65	0	0
TX	79	415	330-8142	0	0	0	144	90	24.48	135.8	91	11.54	212.4	129	9.56	13	4	3.51	1	0
WV	92	415	361-1404	0	1	47	141.6	95	24.07	207.9	130	17.67	203.6	95	9.16	10.2	11	2.75	0	0
ND	132	510	372-1824	0	0	0	163.2	80	27.74	167.6	90	14.25	87.5	90	3.94	6.2	10	1.67	1	0
NE	21	510	408-3606	0	0	0	225	110	38.25	244.2	111	20.76	221.2	93	9.95	10.7	4	2.89	0	0
SD	93	415	333-3595	0	0	0	176.1	103	29.94	199.7	130	16.97	263.9	96	11.88	8.5	6	2.3	2	0
AK	101	510	411-4940	0	0	0	174.9	105	29.73	262	75	22.27	210	93	9.45	8.5	5	2.3	1	0
CT	125	415	409-7523	1	0	0	187.3	118	31.84	160.7	111	13.66	263.8	112	11.87	9.6	2	2.59	0	1
CO	63	415	408-6725	0	0	0	211.8	84	36.01	230.9	137	19.63	217.1	99	9.77	10.7	9	2.89	3	0
NH	83	415	415-6145	0	0	0	231.3	100	39.32	210.4	84	17.88	217.4	106	9.78	12.4	2	3.35	3	0
MN	117	408	373-3731	0	0	0	161.6	104	27.47	196.3	119	16.69	294.8	111	13.27	13.8	2	3.73	1	0
NH	115	510	399-8859	0	0	0	109.7	148	18.65	223.8	87	19.02	240.3	96	10.81	15.4	8	4.16	3	0
CO	156	408	377-4518	1	0	0	277	119	47.09	238.3	106	20.26	94.4	96	4.25	8.3	3	2.24	1	0
KY	72	415	418-8770	0	0	0	198.4	147	33.73	216.9	121	18.44	112.8	125	5.08	13.1	4	3.54	0	0
IN	101	415	332-9118	0	1	42	209.2	82	35.56	159.7	74	13.57	181.6	100	8.17	9.5	3	2.57	0	0
SD	116	408	393-3535	0	0	0	167.8	119	28.53	142	123	12.07	190.7	128	8.58	7.3	4	1.97	2	0
DE	78	408	328-9006	0	0	0	139.2	140	23.66	191.4	113	16.27	286.5	125	12.89	11.8	3	3.19	3	0
NE	56	510	408-4865	0	0	0	121.6	84	20.67	165.3	115	14.05	243.9	95	10.98	8.9	2	2.4	1	0
OH	123	408	396-6247	0	1	39	270.4	99	45.97	245.1	110	20.83	108.9	113	4.9	15.4	7	4.16	1	0
OH	127	408	396-9462	0	0	0	139.6	94	23.73	240.9	112	20.48	127.1	88	5.72	8.8	4	2.38	2	0
AR	116	415	396-9279	0	1	23	253	78	43.01	138.9	121	11.81	277.8	104	12.5	11.8	3	3.19	2	0
TX	120	415	356-1358	0	0	0	203.3	108	34.56	259.9	66	22.09	115.9	103	5.22	7.8	2	2.11	3	0
WI	102	408	360-7839	0	0	0	200.6	106	34.1	152.5	127	12.96	199.4	128	8.97	7.7	2	2.08	3	0
OR	95	415	364-8774	0	0	0	167.6	96	28.49	176	89	14.96	250.9	113	11.29	13.4	6	3.62	2	0
VA	102	408	348-5038	0	0	0	156.5	67	26.61	204.3	103	17.37	141.9	72	6.39	9.9	2	2.67	2	0
WY	68	510	398-4538	0	0	0	195.4	116	33.22	212.1	101	18.03	138.4	134	6.23	15.1	11	4.08	1	0
MA	112	415	358-7379	0	1	17	183.2	95	31.14	252.8	125	21.49	156.7	95	7.05	9.7	3	2.62	0	0
NH	117	510	397-1766	1	0	0	54.2	100	9.21	303.2	84	25.77	171.8	84	7.73	8.6	2	2.32	1	1
AL	70	415	345-7014	0	0	0	230.3	110	39.15	77.9	87	6.62	247.1	105	11.12	13.2	4	3.56	1	0
OR	87	510	395-1898	0	1	22	240.8	102	40.94	75.9	106	6.45	224.6	115	10.11	7.1	3	1.92	2	0
WA	97	408	373-8908	0	0	0	276.1	82	46.94	201.1	106	17.09	231.3	73	10.41	8.9	4	2.4	0	1
SC	77	510	369-7017	0	1	28	135.9	117	23.1	244.5	102	20.78	207.5	74	9.34	11.5	3	3.11	4	1
NC	80	415	420-8435	1	0	0	189.1	122	32.15	223.2	92	18.97	269	116	12.11	13.9	3	3.75	2	1
WY	54	408	405-7850	0	1	39	143.9	73	24.46	210.3	117	17.88	129.2	117	5.81	12.5	8	3.38	2	0
FL	148	510	394-7710	1	0	0	148.2	138	25.19	159.6	123	13.57	197.4	62	8.88	8.6	3	2.32	2	0
PA	119	408	342-4122	0	0	0	287.1	115	48.81	159.3	99	13.54	216.8	86	9.76	13.9	1	3.75	2	1
NC	162	408	340-1876	0	1	26	179.7	144	30.55	218.1	129	18.54	212.3	105	9.55	9.3	8	2.51	1	1
MO	85	510	383-6095	0	0	0	165.8	96	28.19	190	141	16.15	144	116	6.48	10.9	3	2.94	5	1
KY	172	415	343-5347	0	0	0	172.5	85	29.33	253.1	71	21.51	221.6	113	9.97	5.9	6	1.59	0	0
NM	107	415	407-2259	0	0	0	222.3	101	37.79	286	111	24.31	249.4	117	11.22	12.1	4	3.27	1	1
IL	116	510	360-7477	0	0	0	164.6	110	27.98	270.6	103	23	230.4	109	10.37	8	3	2.16	0	0
WA	63	408	342-5243	0	0	0	211.7	107	35.99	271.7	77	23.09	203.3	108	9.15	7.4	7	2	0	0
MA	119	408	417-3999	1	1	16	147.2	103	25.02	160.1	96	13.61	184	120	8.28	7.7	2	2.08	0	1
OH	133	408	379-1720	1	0	0	254.7	103	43.3	252.2	80	21.44	178.1	103	8.01	8	3	2.16	0	1
TN	94	408	368-3117	1	0	0	170.1	113	28.92	271.8	94	23.1	110.7	78	4.98	8.7	4	2.35	1	0
MS	101	408	387-5533	0	0	0	239	156	40.63	273	106	23.21	278.2	93	12.52	13.5	8	3.65	1	1
IN	69	408	357-3577	0	0	0	185.3	91	31.5	219.1	88	18.62	243.6	107	10.96	5.5	5	1.49	0	0
NY	15	510	394-3312	1	0	0	141.4	80	24.04	123.9	76	10.53	323.5	88	14.56	8.1	3	2.19	2	0
WV	67	510	373-8895	0	0	0	152.5	131	25.93	252.4	107	21.45	185.4	104	8.34	4.9	3	1.32	2	0
NY	99	415	386-4581	0	0	0	145.6	102	24.75	230.9	87	19.63	181.5	86	8.17	11.4	7	3.08	1	0
OK	46	415	354-8191	0	0	0	164.2	116	27.91	196.2	153	16.68	236.1	119	10.62	8.1	1	2.19	1	0
KY	39	415	359-4336	0	0	0	295.4	126	50.22	232.1	117	19.73	204.4	123	9.2	11.5	2	3.11	1	1
TX	92	510	336-9901	0	0	0	139.8	98	23.77	174.9	143	14.87	201.6	135	9.07	9.4	7	2.54	2	0
CT	56	415	406-3069	0	0	0	162.3	99	27.59	149.1	78	12.67	255.5	115	11.5	14.8	1	4	4	1
HI	132	408	361-8113	1	1	33	200.3	75	34.05	226.6	67	19.26	198.8	91	8.95	12.9	3	3.48	2	0
AK	51	510	352-9130	1	1	12	135.8	60	23.09	200.6	134	17.05	192.4	98	8.66	12.3	7	3.32	2	0
SD	27	408	378-4557	0	0	0	236.7	110	40.24	231.9	92	19.71	164.7	85	7.41	12.7	6	3.43	1	0
ID	224	510	360-8919	0	0	0	111.4	133	18.94	175	66	14.88	217.2	106	9.77	5.5	6	1.49	3	0
OH	135	415	412-2947	0	0	0	218.8	123	37.2	242.8	64	20.64	85.8	80	3.86	10.3	3	2.78	4	0
